domain,domain_in_reference_corpus,registration_object_basis,standard_registrable_domain,standard_public_suffix_model_match,sources_observed_json,source_outcomes_json,source_outcome_ids_json,rdap_record_variant_count,whois_record_variant_count,registry_ids_observed_json,status_codes_observed_json,status_values_by_source_json,nameservers_observed_json,registrars_observed_json,registration_dates_json,expiration_dates_json,last_changed_dates_json,dnssec_json,protocol_conformance_observed_json,has_cross_source_conflict,cross_source_conflict_fields_json
ghars.org.ye,true,authoritative_record,ghars.org.ye,true,"[""rdap"",""whois""]","{""rdap"":[],""whois"":[]}","{""rdap"":[],""whois"":[]}",1,1,"[""D720-YE""]","[""active""]","{""rdap"":[""active""],""whois"":[""ok""]}","[{""ldh_name"":""ns1.yemen.net.ye"",""registry_handles_observed"":[""H2-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""ns2.yemen.net.ye"",""registry_handles_observed"":[""H3-YE""],""source_types"":[""rdap"",""whois""]}]","[{""names_observed"":[""Yemen Net - Sales""],""public_ids_observed"":[],""registry_handles_observed"":[""R3-YE""],""source_types"":[""rdap"",""whois""],""vcard_versions_observed"":[""4.0""]}]","[""2000-01-01T00:00:00.000Z""]","[""2040-12-31T23:59:59.999Z""]",[],"{""delegation_signed_observed"":[false],""ds_records_observed"":[],""key_records_observed"":[],""max_signature_life_observed"":[],""statuses_observed"":[""unsigned""],""zone_signed_observed"":[false]}","[""icann_rdap_response_profile_0"",""icann_rdap_response_profile_1"",""icann_rdap_technical_implementation_guide_0"",""icann_rdap_technical_implementation_guide_1"",""rdap_level_0""]",false,[]
ghg.ye,true,authoritative_record,ghg.ye,true,"[""rdap"",""whois""]","{""rdap"":[],""whois"":[]}","{""rdap"":[],""whois"":[]}",1,1,"[""D1517-YE""]","[""active""]","{""rdap"":[""active""],""whois"":[""ok""]}","[{""ldh_name"":""ns1.yemen.net.ye"",""registry_handles_observed"":[""H2-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""ns2.yemen.net.ye"",""registry_handles_observed"":[""H3-YE""],""source_types"":[""rdap"",""whois""]}]","[{""names_observed"":[""Yemen Net - Sales""],""public_ids_observed"":[],""registry_handles_observed"":[""R3-YE""],""source_types"":[""rdap"",""whois""],""vcard_versions_observed"":[""4.0""]}]","[""2023-11-15T10:19:34.000Z""]","[""2040-12-31T23:59:59.999Z""]",[],"{""delegation_signed_observed"":[false],""ds_records_observed"":[],""key_records_observed"":[],""max_signature_life_observed"":[],""statuses_observed"":[""unsigned""],""zone_signed_observed"":[false]}","[""icann_rdap_response_profile_0"",""icann_rdap_response_profile_1"",""icann_rdap_technical_implementation_guide_0"",""icann_rdap_technical_implementation_guide_1"",""rdap_level_0""]",false,[]
ghosanaa.gov.ye,true,authoritative_record,ghosanaa.gov.ye,true,"[""rdap"",""whois""]","{""rdap"":[],""whois"":[]}","{""rdap"":[],""whois"":[]}",1,1,"[""D721-YE""]","[""active""]","{""rdap"":[""active""],""whois"":[""ok""]}","[{""ldh_name"":""ns1.yemen.net.ye"",""registry_handles_observed"":[""H2-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""ns2.yemen.net.ye"",""registry_handles_observed"":[""H3-YE""],""source_types"":[""rdap"",""whois""]}]","[{""names_observed"":[""Yemen Net - Sales""],""public_ids_observed"":[],""registry_handles_observed"":[""R3-YE""],""source_types"":[""rdap"",""whois""],""vcard_versions_observed"":[""4.0""]}]","[""2000-01-01T00:00:00.000Z""]","[""2040-12-31T23:59:59.999Z""]",[],"{""delegation_signed_observed"":[false],""ds_records_observed"":[],""key_records_observed"":[],""max_signature_life_observed"":[],""statuses_observed"":[""unsigned""],""zone_signed_observed"":[false]}","[""icann_rdap_response_profile_0"",""icann_rdap_response_profile_1"",""icann_rdap_technical_implementation_guide_0"",""icann_rdap_technical_implementation_guide_1"",""rdap_level_0""]",false,[]
gia.gov.ye,true,authoritative_record,gia.gov.ye,true,"[""rdap"",""whois""]","{""rdap"":[],""whois"":[]}","{""rdap"":[],""whois"":[]}",1,1,"[""D722-YE""]","[""active""]","{""rdap"":[""active""],""whois"":[""ok""]}","[{""ldh_name"":""ns1.yemen.net.ye"",""registry_handles_observed"":[""H2-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""ns2.yemen.net.ye"",""registry_handles_observed"":[""H3-YE""],""source_types"":[""rdap"",""whois""]}]","[{""names_observed"":[""Yemen Net - Sales""],""public_ids_observed"":[],""registry_handles_observed"":[""R3-YE""],""source_types"":[""rdap"",""whois""],""vcard_versions_observed"":[""4.0""]}]","[""2000-01-01T00:00:00.000Z""]","[""2040-12-31T23:59:59.999Z""]",[],"{""delegation_signed_observed"":[false],""ds_records_observed"":[],""key_records_observed"":[],""max_signature_life_observed"":[],""statuses_observed"":[""unsigned""],""zone_signed_observed"":[false]}","[""icann_rdap_response_profile_0"",""icann_rdap_response_profile_1"",""icann_rdap_technical_implementation_guide_0"",""icann_rdap_technical_implementation_guide_1"",""rdap_level_0""]",false,[]
giay.gov.ye,true,authoritative_record,giay.gov.ye,true,"[""rdap"",""whois""]","{""rdap"":[],""whois"":[]}","{""rdap"":[],""whois"":[]}",1,1,"[""D110-YE""]","[""active""]","{""rdap"":[""active""],""whois"":[""ok""]}","[{""ldh_name"":""sah1.ye"",""registry_handles_observed"":[""H1-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""sah2.ye"",""registry_handles_observed"":[""H4-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""sah3.ye"",""registry_handles_observed"":[""H227-YE""],""source_types"":[""rdap"",""whois""]}]","[{""names_observed"":[""Y.Net - Sales""],""public_ids_observed"":[],""registry_handles_observed"":[""R1-YE""],""source_types"":[""rdap"",""whois""],""vcard_versions_observed"":[""4.0""]}]","[""2000-01-01T00:00:00.000Z""]","[""2040-12-31T23:59:59.999Z""]",[],"{""delegation_signed_observed"":[false],""ds_records_observed"":[],""key_records_observed"":[],""max_signature_life_observed"":[],""statuses_observed"":[""unsigned""],""zone_signed_observed"":[false]}","[""icann_rdap_response_profile_0"",""icann_rdap_response_profile_1"",""icann_rdap_technical_implementation_guide_0"",""icann_rdap_technical_implementation_guide_1"",""rdap_level_0""]",false,[]
gis.gov.ye,true,authoritative_record,gis.gov.ye,true,"[""rdap"",""whois""]","{""rdap"":[],""whois"":[]}","{""rdap"":[],""whois"":[]}",1,1,"[""D724-YE""]","[""active""]","{""rdap"":[""active""],""whois"":[""ok""]}","[{""ldh_name"":""ns1.yemen.net.ye"",""registry_handles_observed"":[""H2-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""ns2.yemen.net.ye"",""registry_handles_observed"":[""H3-YE""],""source_types"":[""rdap"",""whois""]}]","[{""names_observed"":[""Yemen Net - Sales""],""public_ids_observed"":[],""registry_handles_observed"":[""R3-YE""],""source_types"":[""rdap"",""whois""],""vcard_versions_observed"":[""4.0""]}]","[""2000-01-01T00:00:00.000Z""]","[""2040-12-31T23:59:59.999Z""]",[],"{""delegation_signed_observed"":[false],""ds_records_observed"":[],""key_records_observed"":[],""max_signature_life_observed"":[],""statuses_observed"":[""unsigned""],""zone_signed_observed"":[false]}","[""icann_rdap_response_profile_0"",""icann_rdap_response_profile_1"",""icann_rdap_technical_implementation_guide_0"",""icann_rdap_technical_implementation_guide_1"",""rdap_level_0""]",false,[]
glaxosmithkline.com.ye,true,reference_corpus,glaxosmithkline.com.ye,true,[],"{""rdap"":[],""whois"":[]}","{""rdap"":[],""whois"":[]}",0,0,[],[],"{""rdap"":[],""whois"":[]}",[],[],[],[],[],"{""delegation_signed_observed"":[],""ds_records_observed"":[],""key_records_observed"":[],""max_signature_life_observed"":[],""statuses_observed"":[],""zone_signed_observed"":[]}",[],false,[]
glaxosmithkline.net.ye,true,reference_corpus,glaxosmithkline.net.ye,true,[],"{""rdap"":[],""whois"":[]}","{""rdap"":[],""whois"":[]}",0,0,[],[],"{""rdap"":[],""whois"":[]}",[],[],[],[],[],"{""delegation_signed_observed"":[],""ds_records_observed"":[],""key_records_observed"":[],""max_signature_life_observed"":[],""statuses_observed"":[],""zone_signed_observed"":[]}",[],false,[]
global-ms.ye,true,authoritative_record,global-ms.ye,true,"[""rdap"",""whois""]","{""rdap"":[],""whois"":[]}","{""rdap"":[],""whois"":[]}",1,1,"[""D728-YE""]","[""active""]","{""rdap"":[""active""],""whois"":[""ok""]}","[{""ldh_name"":""ns1.yemen.net.ye"",""registry_handles_observed"":[""H2-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""ns2.yemen.net.ye"",""registry_handles_observed"":[""H3-YE""],""source_types"":[""rdap"",""whois""]}]","[{""names_observed"":[""Yemen Net - Sales""],""public_ids_observed"":[],""registry_handles_observed"":[""R3-YE""],""source_types"":[""rdap"",""whois""],""vcard_versions_observed"":[""4.0""]}]","[""2000-01-01T00:00:00.000Z""]","[""2040-12-31T23:59:59.999Z""]",[],"{""delegation_signed_observed"":[false],""ds_records_observed"":[],""key_records_observed"":[],""max_signature_life_observed"":[],""statuses_observed"":[""unsigned""],""zone_signed_observed"":[false]}","[""icann_rdap_response_profile_0"",""icann_rdap_response_profile_1"",""icann_rdap_technical_implementation_guide_0"",""icann_rdap_technical_implementation_guide_1"",""rdap_level_0""]",false,[]
globalhopepharma.com.ye,true,authoritative_record,globalhopepharma.com.ye,true,"[""rdap"",""whois""]","{""rdap"":[],""whois"":[]}","{""rdap"":[],""whois"":[]}",1,1,"[""D727-YE""]","[""active""]","{""rdap"":[""active""],""whois"":[""ok""]}","[{""ldh_name"":""ns1.yemen.net.ye"",""registry_handles_observed"":[""H2-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""ns2.yemen.net.ye"",""registry_handles_observed"":[""H3-YE""],""source_types"":[""rdap"",""whois""]}]","[{""names_observed"":[""Yemen Net - Sales""],""public_ids_observed"":[],""registry_handles_observed"":[""R3-YE""],""source_types"":[""rdap"",""whois""],""vcard_versions_observed"":[""4.0""]}]","[""2000-01-01T00:00:00.000Z""]","[""2040-12-31T23:59:59.999Z""]",[],"{""delegation_signed_observed"":[false],""ds_records_observed"":[],""key_records_observed"":[],""max_signature_life_observed"":[],""statuses_observed"":[""unsigned""],""zone_signed_observed"":[false]}","[""icann_rdap_response_profile_0"",""icann_rdap_response_profile_1"",""icann_rdap_technical_implementation_guide_0"",""icann_rdap_technical_implementation_guide_1"",""rdap_level_0""]",false,[]
glowmarkip.com.ye,true,authoritative_record,glowmarkip.com.ye,true,"[""rdap"",""whois""]","{""rdap"":[],""whois"":[]}","{""rdap"":[],""whois"":[]}",1,1,"[""D729-YE""]","[""active""]","{""rdap"":[""active""],""whois"":[""ok""]}","[{""ldh_name"":""ns1.yemen.net.ye"",""registry_handles_observed"":[""H2-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""ns2.yemen.net.ye"",""registry_handles_observed"":[""H3-YE""],""source_types"":[""rdap"",""whois""]}]","[{""names_observed"":[""Yemen Net - Sales""],""public_ids_observed"":[],""registry_handles_observed"":[""R3-YE""],""source_types"":[""rdap"",""whois""],""vcard_versions_observed"":[""4.0""]}]","[""2000-01-01T00:00:00.000Z""]","[""2040-12-31T23:59:59.999Z""]",[],"{""delegation_signed_observed"":[false],""ds_records_observed"":[],""key_records_observed"":[],""max_signature_life_observed"":[],""statuses_observed"":[""unsigned""],""zone_signed_observed"":[false]}","[""icann_rdap_response_profile_0"",""icann_rdap_response_profile_1"",""icann_rdap_technical_implementation_guide_0"",""icann_rdap_technical_implementation_guide_1"",""rdap_level_0""]",false,[]
gmghaden.com.ye,true,authoritative_record,gmghaden.com.ye,true,"[""rdap"",""whois""]","{""rdap"":[],""whois"":[]}","{""rdap"":[],""whois"":[]}",1,1,"[""D730-YE""]","[""active""]","{""rdap"":[""active""],""whois"":[""ok""]}","[{""ldh_name"":""ns1.yemen.net.ye"",""registry_handles_observed"":[""H2-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""ns2.yemen.net.ye"",""registry_handles_observed"":[""H3-YE""],""source_types"":[""rdap"",""whois""]}]","[{""names_observed"":[""Yemen Net - Sales""],""public_ids_observed"":[],""registry_handles_observed"":[""R3-YE""],""source_types"":[""rdap"",""whois""],""vcard_versions_observed"":[""4.0""]}]","[""2000-01-01T00:00:00.000Z""]","[""2040-12-31T23:59:59.999Z""]",[],"{""delegation_signed_observed"":[false],""ds_records_observed"":[],""key_records_observed"":[],""max_signature_life_observed"":[],""statuses_observed"":[""unsigned""],""zone_signed_observed"":[false]}","[""icann_rdap_response_profile_0"",""icann_rdap_response_profile_1"",""icann_rdap_technical_implementation_guide_0"",""icann_rdap_technical_implementation_guide_1"",""rdap_level_0""]",false,[]
goam.gov.ye,true,authoritative_record,goam.gov.ye,true,"[""rdap"",""whois""]","{""rdap"":[],""whois"":[]}","{""rdap"":[],""whois"":[]}",1,1,"[""D731-YE""]","[""active""]","{""rdap"":[""active""],""whois"":[""ok""]}","[{""ldh_name"":""ns1.yemen.net.ye"",""registry_handles_observed"":[""H2-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""ns2.yemen.net.ye"",""registry_handles_observed"":[""H3-YE""],""source_types"":[""rdap"",""whois""]}]","[{""names_observed"":[""Yemen Net - Sales""],""public_ids_observed"":[],""registry_handles_observed"":[""R3-YE""],""source_types"":[""rdap"",""whois""],""vcard_versions_observed"":[""4.0""]}]","[""2000-01-01T00:00:00.000Z""]","[""2040-12-31T23:59:59.999Z""]",[],"{""delegation_signed_observed"":[false],""ds_records_observed"":[],""key_records_observed"":[],""max_signature_life_observed"":[],""statuses_observed"":[""unsigned""],""zone_signed_observed"":[false]}","[""icann_rdap_response_profile_0"",""icann_rdap_response_profile_1"",""icann_rdap_technical_implementation_guide_0"",""icann_rdap_technical_implementation_guide_1"",""rdap_level_0""]",false,[]
goldengateyemen.com.ye,true,authoritative_record,goldengateyemen.com.ye,true,"[""rdap"",""whois""]","{""rdap"":[],""whois"":[]}","{""rdap"":[],""whois"":[]}",1,1,"[""D732-YE""]","[""active""]","{""rdap"":[""active""],""whois"":[""ok""]}","[{""ldh_name"":""ns1.yemen.net.ye"",""registry_handles_observed"":[""H2-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""ns2.yemen.net.ye"",""registry_handles_observed"":[""H3-YE""],""source_types"":[""rdap"",""whois""]}]","[{""names_observed"":[""Yemen Net - Sales""],""public_ids_observed"":[],""registry_handles_observed"":[""R3-YE""],""source_types"":[""rdap"",""whois""],""vcard_versions_observed"":[""4.0""]}]","[""2000-01-01T00:00:00.000Z""]","[""2040-12-31T23:59:59.999Z""]",[],"{""delegation_signed_observed"":[false],""ds_records_observed"":[],""key_records_observed"":[],""max_signature_life_observed"":[],""statuses_observed"":[""unsigned""],""zone_signed_observed"":[false]}","[""icann_rdap_response_profile_0"",""icann_rdap_response_profile_1"",""icann_rdap_technical_implementation_guide_0"",""icann_rdap_technical_implementation_guide_1"",""rdap_level_0""]",false,[]
goldenhands.com.ye,true,authoritative_record,goldenhands.com.ye,true,"[""rdap"",""whois""]","{""rdap"":[],""whois"":[]}","{""rdap"":[],""whois"":[]}",1,1,"[""D733-YE""]","[""active""]","{""rdap"":[""active""],""whois"":[""ok""]}","[{""ldh_name"":""ns1.yemen.net.ye"",""registry_handles_observed"":[""H2-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""ns2.yemen.net.ye"",""registry_handles_observed"":[""H3-YE""],""source_types"":[""rdap"",""whois""]}]","[{""names_observed"":[""Yemen Net - Sales""],""public_ids_observed"":[],""registry_handles_observed"":[""R3-YE""],""source_types"":[""rdap"",""whois""],""vcard_versions_observed"":[""4.0""]}]","[""2000-01-01T00:00:00.000Z""]","[""2040-12-31T23:59:59.999Z""]",[],"{""delegation_signed_observed"":[false],""ds_records_observed"":[],""key_records_observed"":[],""max_signature_life_observed"":[],""statuses_observed"":[""unsigned""],""zone_signed_observed"":[false]}","[""icann_rdap_response_profile_0"",""icann_rdap_response_profile_1"",""icann_rdap_technical_implementation_guide_0"",""icann_rdap_technical_implementation_guide_1"",""rdap_level_0""]",false,[]
goldenhawk.com.ye,true,authoritative_record,goldenhawk.com.ye,true,"[""rdap"",""whois""]","{""rdap"":[],""whois"":[]}","{""rdap"":[],""whois"":[]}",1,1,"[""D734-YE""]","[""active""]","{""rdap"":[""active""],""whois"":[""ok""]}","[{""ldh_name"":""ns1.yemen.net.ye"",""registry_handles_observed"":[""H2-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""ns2.yemen.net.ye"",""registry_handles_observed"":[""H3-YE""],""source_types"":[""rdap"",""whois""]}]","[{""names_observed"":[""Yemen Net - Sales""],""public_ids_observed"":[],""registry_handles_observed"":[""R3-YE""],""source_types"":[""rdap"",""whois""],""vcard_versions_observed"":[""4.0""]}]","[""2000-01-01T00:00:00.000Z""]","[""2040-12-31T23:59:59.999Z""]",[],"{""delegation_signed_observed"":[false],""ds_records_observed"":[],""key_records_observed"":[],""max_signature_life_observed"":[],""statuses_observed"":[""unsigned""],""zone_signed_observed"":[false]}","[""icann_rdap_response_profile_0"",""icann_rdap_response_profile_1"",""icann_rdap_technical_implementation_guide_0"",""icann_rdap_technical_implementation_guide_1"",""rdap_level_0""]",false,[]
goldenhouse.com.ye,true,authoritative_record,goldenhouse.com.ye,true,"[""rdap"",""whois""]","{""rdap"":[],""whois"":[]}","{""rdap"":[],""whois"":[]}",1,1,"[""D735-YE""]","[""active""]","{""rdap"":[""active""],""whois"":[""ok""]}","[{""ldh_name"":""ns1.yemen.net.ye"",""registry_handles_observed"":[""H2-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""ns2.yemen.net.ye"",""registry_handles_observed"":[""H3-YE""],""source_types"":[""rdap"",""whois""]}]","[{""names_observed"":[""Yemen Net - Sales""],""public_ids_observed"":[],""registry_handles_observed"":[""R3-YE""],""source_types"":[""rdap"",""whois""],""vcard_versions_observed"":[""4.0""]}]","[""2000-01-01T00:00:00.000Z""]","[""2040-12-31T23:59:59.999Z""]",[],"{""delegation_signed_observed"":[false],""ds_records_observed"":[],""key_records_observed"":[],""max_signature_life_observed"":[],""statuses_observed"":[""unsigned""],""zone_signed_observed"":[false]}","[""icann_rdap_response_profile_0"",""icann_rdap_response_profile_1"",""icann_rdap_technical_implementation_guide_0"",""icann_rdap_technical_implementation_guide_1"",""rdap_level_0""]",false,[]
goldstar.com.ye,true,authoritative_record,goldstar.com.ye,true,"[""rdap"",""whois""]","{""rdap"":[],""whois"":[]}","{""rdap"":[],""whois"":[]}",1,1,"[""D736-YE""]","[""active""]","{""rdap"":[""active""],""whois"":[""ok""]}","[{""ldh_name"":""ns1.yemen.net.ye"",""registry_handles_observed"":[""H2-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""ns2.yemen.net.ye"",""registry_handles_observed"":[""H3-YE""],""source_types"":[""rdap"",""whois""]}]","[{""names_observed"":[""Yemen Net - Sales""],""public_ids_observed"":[],""registry_handles_observed"":[""R3-YE""],""source_types"":[""rdap"",""whois""],""vcard_versions_observed"":[""4.0""]}]","[""2000-01-01T00:00:00.000Z""]","[""2040-12-31T23:59:59.999Z""]",[],"{""delegation_signed_observed"":[false],""ds_records_observed"":[],""key_records_observed"":[],""max_signature_life_observed"":[],""statuses_observed"":[""unsigned""],""zone_signed_observed"":[false]}","[""icann_rdap_response_profile_0"",""icann_rdap_response_profile_1"",""icann_rdap_technical_implementation_guide_0"",""icann_rdap_technical_implementation_guide_1"",""rdap_level_0""]",false,[]
gotech.com.ye,true,authoritative_record,gotech.com.ye,true,"[""rdap"",""whois""]","{""rdap"":[],""whois"":[]}","{""rdap"":[],""whois"":[]}",1,1,"[""D738-YE""]","[""active""]","{""rdap"":[""active""],""whois"":[""ok""]}","[{""ldh_name"":""ns1.yemen.net.ye"",""registry_handles_observed"":[""H2-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""ns2.yemen.net.ye"",""registry_handles_observed"":[""H3-YE""],""source_types"":[""rdap"",""whois""]}]","[{""names_observed"":[""Yemen Net - Sales""],""public_ids_observed"":[],""registry_handles_observed"":[""R3-YE""],""source_types"":[""rdap"",""whois""],""vcard_versions_observed"":[""4.0""]}]","[""2000-01-01T00:00:00.000Z""]","[""2040-12-31T23:59:59.999Z""]",[],"{""delegation_signed_observed"":[false],""ds_records_observed"":[],""key_records_observed"":[],""max_signature_life_observed"":[],""statuses_observed"":[""unsigned""],""zone_signed_observed"":[false]}","[""icann_rdap_response_profile_0"",""icann_rdap_response_profile_1"",""icann_rdap_technical_implementation_guide_0"",""icann_rdap_technical_implementation_guide_1"",""rdap_level_0""]",false,[]
gov.ye,true,authoritative_record,,true,"[""rdap"",""whois""]","{""rdap"":[],""whois"":[]}","{""rdap"":[],""whois"":[]}",1,1,"[""D1411-YE""]","[""active""]","{""rdap"":[""active""],""whois"":[""ok""]}","[{""ldh_name"":""tld1.ye"",""registry_handles_observed"":[""H7-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""tld2.ye"",""registry_handles_observed"":[""H8-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""tld3.ye"",""registry_handles_observed"":[""H138-YE""],""source_types"":[""rdap"",""whois""]}]","[{""names_observed"":[""Y.Net - Sales""],""public_ids_observed"":[],""registry_handles_observed"":[""R1-YE""],""source_types"":[""rdap"",""whois""],""vcard_versions_observed"":[""4.0""]}]","[""2023-06-05T10:42:24.000Z""]","[""2040-12-31T23:59:59.999Z""]","[""2024-08-29T06:56:05.000Z""]","{""delegation_signed_observed"":[false],""ds_records_observed"":[],""key_records_observed"":[],""max_signature_life_observed"":[],""statuses_observed"":[""unsigned""],""zone_signed_observed"":[false]}","[""icann_rdap_response_profile_0"",""icann_rdap_response_profile_1"",""icann_rdap_technical_implementation_guide_0"",""icann_rdap_technical_implementation_guide_1"",""rdap_level_0""]",false,[]
gpc.org.ye,true,authoritative_record,gpc.org.ye,true,"[""rdap"",""whois""]","{""rdap"":[],""whois"":[]}","{""rdap"":[],""whois"":[]}",1,1,"[""D111-YE""]","[""active""]","{""rdap"":[""active""],""whois"":[""ok""]}","[{""ldh_name"":""sah1.ye"",""registry_handles_observed"":[""H1-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""sah2.ye"",""registry_handles_observed"":[""H4-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""sah3.ye"",""registry_handles_observed"":[""H227-YE""],""source_types"":[""rdap"",""whois""]}]","[{""names_observed"":[""Y.Net - Sales""],""public_ids_observed"":[],""registry_handles_observed"":[""R1-YE""],""source_types"":[""rdap"",""whois""],""vcard_versions_observed"":[""4.0""]}]","[""2000-01-01T00:00:00.000Z""]","[""2040-12-31T23:59:59.999Z""]",[],"{""delegation_signed_observed"":[false],""ds_records_observed"":[],""key_records_observed"":[],""max_signature_life_observed"":[],""statuses_observed"":[""unsigned""],""zone_signed_observed"":[false]}","[""icann_rdap_response_profile_0"",""icann_rdap_response_profile_1"",""icann_rdap_technical_implementation_guide_0"",""icann_rdap_technical_implementation_guide_1"",""rdap_level_0""]",false,[]
grainunion.ye,true,authoritative_record,grainunion.ye,true,"[""rdap"",""whois""]","{""rdap"":[],""whois"":[]}","{""rdap"":[],""whois"":[]}",1,1,"[""D1462-YE""]","[""active""]","{""rdap"":[""active""],""whois"":[""ok""]}","[{""ldh_name"":""ns1.yemen.net.ye"",""registry_handles_observed"":[""H2-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""ns2.yemen.net.ye"",""registry_handles_observed"":[""H3-YE""],""source_types"":[""rdap"",""whois""]}]","[{""names_observed"":[""Yemen Net - Sales""],""public_ids_observed"":[],""registry_handles_observed"":[""R3-YE""],""source_types"":[""rdap"",""whois""],""vcard_versions_observed"":[""4.0""]}]","[""2023-08-08T07:38:27.000Z""]","[""2040-12-31T23:59:59.999Z""]",[],"{""delegation_signed_observed"":[false],""ds_records_observed"":[],""key_records_observed"":[],""max_signature_life_observed"":[],""statuses_observed"":[""unsigned""],""zone_signed_observed"":[false]}","[""icann_rdap_response_profile_0"",""icann_rdap_response_profile_1"",""icann_rdap_technical_implementation_guide_0"",""icann_rdap_technical_implementation_guide_1"",""rdap_level_0""]",false,[]
granada.com.ye,true,authoritative_record,granada.com.ye,true,"[""rdap"",""whois""]","{""rdap"":[],""whois"":[]}","{""rdap"":[],""whois"":[]}",1,1,"[""D112-YE""]","[""active""]","{""rdap"":[""active""],""whois"":[""ok""]}","[{""ldh_name"":""sah1.ye"",""registry_handles_observed"":[""H1-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""sah2.ye"",""registry_handles_observed"":[""H4-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""sah3.ye"",""registry_handles_observed"":[""H227-YE""],""source_types"":[""rdap"",""whois""]}]","[{""names_observed"":[""Y.Net - Sales""],""public_ids_observed"":[],""registry_handles_observed"":[""R1-YE""],""source_types"":[""rdap"",""whois""],""vcard_versions_observed"":[""4.0""]}]","[""2000-01-01T00:00:00.000Z""]","[""2040-12-31T23:59:59.999Z""]",[],"{""delegation_signed_observed"":[false],""ds_records_observed"":[],""key_records_observed"":[],""max_signature_life_observed"":[],""statuses_observed"":[""unsigned""],""zone_signed_observed"":[false]}","[""icann_rdap_response_profile_0"",""icann_rdap_response_profile_1"",""icann_rdap_technical_implementation_guide_0"",""icann_rdap_technical_implementation_guide_1"",""rdap_level_0""]",false,[]
grantthornton.com.ye,true,authoritative_record,grantthornton.com.ye,true,"[""rdap"",""whois""]","{""rdap"":[],""whois"":[]}","{""rdap"":[],""whois"":[]}",1,1,"[""D1887-YE""]","[""active""]","{""rdap"":[""active""],""whois"":[""ok""]}","[{""ldh_name"":""ns1.yemen.net.ye"",""registry_handles_observed"":[""H2-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""ns2.yemen.net.ye"",""registry_handles_observed"":[""H3-YE""],""source_types"":[""rdap"",""whois""]}]","[{""names_observed"":[""Yemen Net - Sales""],""public_ids_observed"":[],""registry_handles_observed"":[""R3-YE""],""source_types"":[""rdap"",""whois""],""vcard_versions_observed"":[""4.0""]}]","[""2025-09-02T06:58:37.237Z""]","[""2026-09-02T06:58:37.237Z""]",[],"{""delegation_signed_observed"":[false],""ds_records_observed"":[],""key_records_observed"":[],""max_signature_life_observed"":[],""statuses_observed"":[""unsigned""],""zone_signed_observed"":[false]}","[""icann_rdap_response_profile_0"",""icann_rdap_response_profile_1"",""icann_rdap_technical_implementation_guide_0"",""icann_rdap_technical_implementation_guide_1"",""rdap_level_0""]",false,[]
gree.com.ye,true,authoritative_record,gree.com.ye,true,"[""rdap"",""whois""]","{""rdap"":[],""whois"":[]}","{""rdap"":[],""whois"":[]}",1,1,"[""D739-YE""]","[""active""]","{""rdap"":[""active""],""whois"":[""ok""]}","[{""ldh_name"":""ns1.yemen.net.ye"",""registry_handles_observed"":[""H2-YE""],""source_types"":[""rdap"",""whois""]},{""ldh_name"":""ns2.yemen.net.ye"",""registry_handles_observed"":[""H3-YE""],""source_types"":[""rdap"",""whois""]}]","[{""names_observed"":[""Yemen Net - Sales""],""public_ids_observed"":[],""registry_handles_observed"":[""R3-YE""],""source_types"":[""rdap"",""whois""],""vcard_versions_observed"":[""4.0""]}]","[""2000-01-01T00:00:00.000Z""]","[""2040-12-31T23:59:59.999Z""]",[],"{""delegation_signed_observed"":[false],""ds_records_observed"":[],""key_records_observed"":[],""max_signature_life_observed"":[],""statuses_observed"":[""unsigned""],""zone_signed_observed"":[false]}","[""icann_rdap_response_profile_0"",""icann_rdap_response_profile_1"",""icann_rdap_technical_implementation_guide_0"",""icann_rdap_technical_implementation_guide_1"",""rdap_level_0""]",false,[]
